depart,destination,durée
LANLEFF,PLEUDANIEL,1330.5
LA CHAPELLE-CHAUSSÉE,SAINT-GRÉGOIRE,1330.5
LOCQUÉNOLÉ,ROSCOFF,1330.5
MONTERTELOT,RUFFIAC,1330.5
SAINT-THÉLO,CAUREL,1330.5
SAINT-LAURENT,GOMMENEC'H,1330.4
SAINT-GEORGES-DE-REINTEMBAULT,SAINT-GERMAIN-EN-COGLÈS,1330.4
LE TRÉVOUX,GESTEL,1330.4
LANDAVRAN,MONTREUIL-DES-LANDES,1330.3
BONNEMAIN,CHERRUEIX,1330.3
GARLAN,LOCQUÉNOLÉ,1330.3
SAINT-GONLAY,MAURON,1330.3
CAULNES,LANDUJAN,1330.2
ÉVRAN,LANDUJAN,1330.2
QUESSOY,SAINT-TRIMOËL,1330.2
TRÉDREZ-LOCQUÉMEAU,ROSPEZ,1330.2
FOUGÈRES,BALAZÉ,1330.2
SAULNIÈRES,PLÉCHÂTEL,1330.1
TRÉGARVAN,PLOÉVEN,1330.1
PLOUBAZLANEC,PLOËZAL,1330.1
COMMANA,PLOUDIRY,1330.1
MAURON,SAINT-GONLAY,1330.1
IFFENDIC,PLÉLAN-LE-GRAND,1330.1
LUITRÉ-DOMPIERRE,SAINT-GERMAIN-EN-COGLÈS,1330
ROCHEFORT-EN-TERRE,LE GUERNO,1330
SAINT-ELOY,DIRINON,1330
NOYAL,TRÉMEUR,1330
TRÉGLONOU,BOHARS,1330
ÎLE-TUDY,TRÉGUENNEC,1329.9
SAINT-COULOMB,LE VIVIER-SUR-MER,1329.9
CHANTEPIE,SAULNIÈRES,1329.9
PLOUNÉVÉZEL,SAINT-HERNIN,1329.9
MOUAZÉ,FEINS,1329.9
SAINT-NICODÈME,KERIEN,1329.8
TREFFLÉAN,QUESTEMBERT,1329.8
MAEN ROCH,RIMOU,1329.8
YVIGNAC-LA-TOUR,LANRELAS,1329.8
PLÉLO,TRÉVÉREC,1329.8
PLUMERGAT,LOCOAL-MENDON,1329.8
MANTALLOT,LANNION,1329.8
L'HERMITAGE,NOYAL-CHÂTILLON-SUR-SEICHE,1329.8
PLOZÉVET,PRIMELIN,1329.8
KERMOROC'H,BERHET,1329.7
LE CROUAIS,LA NOUAYE,1329.7
SAINT-LAURENT-SUR-OUST,ROCHEFORT-EN-TERRE,1329.7
TRÉMÉOC,GUENGAT,1329.7
PLOUMAGOAR,SENVEN-LÉHART,1329.7
PLOUGONVER,PLUSQUELLEC,1329.6
SAINT-MADEN,QUÉVERT,1329.6
PLÉSIDY,COADOUT,1329.6
GUIMILIAU,MORLAIX,1329.6
QUEMPERVEN,PLOUËC-DU-TRIEUX,1329.6
BRÉHAND,PLUC-L'HERMITAGE,1329.5
BULÉON,FORGES DE LANOUÉE,1329.5
PLUMELEC,LE COURS,1329.5
MUEL,SAINT-PÉRAN,1329.5
POCÉ-LES-BOIS,ARGENTRÉ-DU-PLESSIS,1329.5
HÉNANBIHEN,LAMBALLE-ARMOR,1329.4
SAINT-SAUVEUR,PLOUVORN,1329.4
COHINIAC,SAINT-GILLES-PLIGEAUX,1329.4
SAINT-MÉDARD-SUR-ILLE,LIFFRÉ,1329.4
COADOUT,PLÉSIDY,1329.4
CALAN,ARZANO,1329.4
LANRIVAIN,KERGRIST-MOËLOU,1329.4
LANDAVRAN,LA CHAPELLE-ERBRÉE,1329.4
ROSPORDEN,SAINT-THURIEN,1329.4
TEILLAY,POLIGNÉ,1329.3
LANGUEUX,QUINTIN,1329.3
SAINT-VOUGAY,PLOUÉNAN,1329.3
HILLION,SAINT-RIEUL,1329.3
TRESSIGNAUX,LA MÉAUGON,1329.3
TRANS-LA-FORÊT,ROZ-SUR-COUESNON,1329.2
LANDEBAËRON,TROGUÉRY,1329.2
VILDÉ-GUINGALAN,PLEUDIHEN-SUR-RANCE,1329.2
PLOGASTEL-SAINT-GERMAIN,KERLAZ,1329.2
PLOURIN,BOHARS,1329.2
LE VIEUX-MARCHÉ,BELLE-ISLE-EN-TERRE,1329.2
BEUZEC-CAP-SIZUN,PLOZÉVET,1329.1
CINTRÉ,SAINT-THURIAL,1329.1
MAURON,SAINT-ONEN-LA-CHAPELLE,1329.1
SAINT-THONAN,PLOUIDER,1329
SAINTE-SÈVE,PLOUGOURVEST,1329
VERN-SUR-SEICHE,LA COUYÈRE,1329
SAINT-PÉRAN,MUEL,1328.9
TRÉGARANTEC,KERSAINT-PLABENNEC,1328.9
GURUNHUEL,PLOUISY,1328.9
LE FOLGOËT,PLOUGAR,1328.9
SAINT-AUBIN-DES-LANDES,DOMALAIN,1328.7
LA TRINITÉ-SUR-MER,LANDAUL,1328.7
FORGES-LA-FORÊT,DOMALAIN,1328.7
MÉRILLAC,LAURENAN,1328.6
GESTEL,LE TRÉVOUX,1328.6
NÉANT-SUR-YVEL,ÉVRIGUET,1328.6
MONTERFIL,GUER,1328.6
LOCMARIAQUER,SAINTE-ANNE-D'AURAY,1328.6
BOURGBARRÉ,CHAVAGNE,1328.6
BOLAZEC,PLUSQUELLEC,1328.5
PLOËZAL,LANMÉRIN,1328.5
PRINCÉ,LA CHAPELLE-ERBRÉE,1328.5
VIGNOC,PACÉ,1328.5
ROMILLÉ,SAINT-THUAL,1328.4
TAULÉ,PLOUNÉOUR-MÉNEZ,1328.4
LA COUYÈRE,VERN-SUR-SEICHE,1328.4
ROMAZY,NOYAL-SOUS-BAZOUGES,1328.4
PLOUÉDERN,BREST,1328.3
CALAN,PONT-SCORFF,1328.3
KERBORS,COATRÉVEN,1328.3
SAINT-ELOY,LAMPAUL-GUIMILIAU,1328.3
PLOËRMEL,SAINT-MALO-DE-BEIGNON,1328.3
BERHET,GRÂCES,1328.3
PONT-PÉAN,NOYAL-SUR-VILAINE,1328.3
LAMPAUL-GUIMILIAU,PLOUÉDERN,1328.2
MELGVEN,NÉVEZ,1328.2
RENNES,MORDELLES,1328.2
BRÉAL-SOUS-MONTFORT,SAINT-PÉRAN,1328.2
SÉVIGNAC,QUÉDILLAC,1328.2
LANDUJAN,CAULNES,1328.2
ARZON,LE TOUR-DU-PARC,1328.1
TRÉGUIDEL,SAINT-CLET,1328.1
LANNION,LA ROCHE-JAUDY,1328.1
PLAINTEL,SAINT-DONAN,1328
PLOURAY,GUÉMENÉ-SUR-SCORFF,1328
IRODOUËR,GUITTÉ,1328
DINGÉ,BONNEMAIN,1328
SAINT-JEAN-BRÉVELAY,VANNES,1328
SAINT-AUBIN-DES-LANDES,NOYAL-SUR-VILAINE,1327.9
SAINT-BRIEUC-DE-MAURON,SAINT-MALON-SUR-MEL,1327.9
LE CAMBOUT,SAINT-MALO-DES-TROIS-FONTAINES,1327.9
SAINT-POL-DE-LÉON,PLOUESCAT,1327.9
CESSON-SÉVIGNÉ,PACÉ,1327.8
TRÉDREZ-LOCQUÉMEAU,LANVELLEC,1327.8
PORDIC,YFFINIAC,1327.8
BOBITAL,GUITTÉ,1327.7
GOURHEL,PAIMPONT,1327.7
SAINT-PERN,LA NOUAYE,1327.6
TRÉGLONOU,LE FOLGOËT,1327.6
TRÉGOMEUR,LE MERZER,1327.5
BOBITAL,SAINT-HÉLEN,1327.5
ROZ-LANDRIEUX,PLESDER,1327.5
PLOREC-SUR-ARGUENON,SAINT-PÔTAN,1327.5
LÉCOUSSE,LE TIERCENT,1327.3
LE SEL-DE-BRETAGNE,GUIPRY-MESSAC,1327.3
LE RELECQ-KERHUON,LE FAOU,1327.3
PLEUGUENEUC,SAINT-GONDRAN,1327.3
GUIMILIAU,SAINT-MARTIN-DES-CHAMPS,1327.3
TRÉVENEUC,LE MERZER,1327.3
PLOUVORN,PLOUDIRY,1327.3
POLIGNÉ,CORPS-NUDS,1327.3
KERMOROC'H,LANNEBERT,1327.2
BAYE,MELGVEN,1327.2
LÉCOUSSE,SAINT-MARC-LE-BLANC,1327.2
ROMAGNÉ,POILLEY,1327.2
CHÂTEAUBOURG,DOMLOUP,1327.2
SAINT-MALO-DE-BEIGNON,PLOËRMEL,1327.2
SAINT-JEAN-LA-POTERIE,COURNON,1327.1
TALENSAC,CLAYES,1327.1
LE TRÉHOU,LAMPAUL-GUIMILIAU,1327.1
LANFAINS,PLÉDRAN,1327.1
GUIDEL,HENNEBONT,1327.1
LOC-EGUINER,SAINTE-SÈVE,1327.1
SAINT-PIERRE-QUIBERON,ÉTEL,1327.1
PLOURIN,COAT-MÉAL,1327.1
MARCILLÉ-ROBERT,AMANLIS,1327.1
RIVES-DU-COUESNON,PARCÉ,1327
KERVIGNAC,BRECH,1327
CLAYES,LES IFFS,1327
LANDÉDA,GUISSÉNY,1327
DINARD,LANGUENAN,1327
BELLE-ISLE-EN-TERRE,LE VIEUX-MARCHÉ,1327
PLOUGUENAST-LANGAST,SAINT-BARNABÉ,1326.9
CESSON-SÉVIGNÉ,BRUZ,1326.9
LE MINIHIC-SUR-RANCE,LA GOUESNIÈRE,1326.9
SAINT-GONDRAN,PLEUGUENEUC,1326.9
PLABENNEC,PLOUNÉVENTER,1326.9
SAINT-MICHEL-DE-PLÉLAN,BRUSVILY,1326.9
ERDEVEN,PORT-LOUIS,1326.9
PLOUIDER,LANDERNEAU,1326.8
PLOUHINEC,DOUARNENEZ,1326.8
PLOUHINEC,DOUARNENEZ,1326.8
CHÂTEAUNEUF-D'ILLE-ET-VILAINE,CHERRUEIX,1326.8
PARCÉ,RIVES-DU-COUESNON,1326.7
LOCTUDY,TRÉGUENNEC,1326.7
PLUVIGNER,CRACH,1326.7
CAUDAN,LANDAUL,1326.7
BERHET,PLOULEC'H,1326.7
CONCARNEAU,NÉVEZ,1326.7
SAINTE-MARIE,LIEURON,1326.7
NOSTANG,PLUNERET,1326.6
QUÉDILLAC,SAINT-MAUGAN,1326.6
LANNEUFFRET,PLOUGAR,1326.6
PLÉGUIEN,PLOURIVO,1326.6
LE RHEU,LA NOUAYE,1326.5
LE MERZER,PLÉLO,1326.5
SAINT-DONAN,PLAINTEL,1326.5
POCÉ-LES-BOIS,BAIS,1326.5
QUIBERON,CARNAC,1326.4
SAINT-THUAL,ROMILLÉ,1326.4
DIRINON,KERSAINT-PLABENNEC,1326.4
RIMOU,LANRIGAN,1326.4
NOYAL-PONTIVY,HÉMONSTOIR,1326.3
POULDREUZIC,TRÉMÉOC,1326.3
YFFINIAC,PLERNEUF,1326.3
PLESCOP,THEIX-NOYALO,1326.3
LA BOSSE-DE-BRETAGNE,LE THEIL-DE-BRETAGNE,1326.3
LESCOUËT-GOUAREC,BON REPOS SUR BLAVET,1326.3
BRÉLIDY,TRÉGLAMUS,1326.3
BAYE,QUERRIEN,1326.2
DOL-DE-BRETAGNE,SAINT-JOUAN-DES-GUÉRETS,1326.2
ERBRÉE,BRIELLES,1326.2
PACÉ,LANGAN,1326.2
GRAND-FOUGERAY,LANGON,1326.2
LA VILLE-ÈS-NONAIS,BOBITAL,1326.2
REDON,BÉGANNE,1326.1
TRÉBÉDAN,GUITTÉ,1326.1
PLÉLO,PLÉHÉDEL,1326.1
ROZ-LANDRIEUX,LA RICHARDAIS,1326.1
LA VILLE-ÈS-NONAIS,SAINT-BRIAC-SUR-MER,1326.1
KERSAINT-PLABENNEC,LA ROCHE-MAURICE,1326.1
BRIELLES,ERBRÉE,1326
ÉVELLYS,LE SOURN,1326
DINAN,PLEUGUENEUC,1326
LAUZACH,VANNES,1326
DOURDAIN,TAILLIS,1325.9
PLÉHÉDEL,SAINT-AGATHON,1325.9
SAINT-CHRISTOPHE-DE-VALAINS,MARCILLÉ-RAOUL,1325.9
SAINT-MÉLOIR-DES-ONDES,DOL-DE-BRETAGNE,1325.8
RETIERS,TRESBUF,1325.8
SAINT-GILDAS-DE-RHUYS,SURZUR,1325.8
KERFOT,PABU,1325.8
CINTRÉ,CLAYES,1325.8
PLOUGUERNEAU,KERNOUËS,1325.8
LANGOLEN,QUIMPER,1325.7
PLOUMAGOAR,PLÉSIDY,1325.7
LAURENAN,MÉRILLAC,1325.6
JOSSELIN,LOCMINÉ,1325.6
TRÉMÉOC,GUILVINEC,1325.6
LOCQUELTAS,GUÉHENNO,1325.6
TRÉGOMEUR,BOQUEHO,1325.5
PLOUÉGAT-MOYSAN,GARLAN,1325.5
SAINT-BRIEUC,PLAINE-HAUTE,1325.5
SAINT-NICOLAS-DU-PÉLEM,ROSTRENEN,1325.5
LORIENT,CLÉGUER,1325.4
SAINT-DIDIER,BALAZÉ,1325.4
TALENSAC,IRODOUËR,1325.4
JOSSELIN,CARO,1325.4
SAINT-NOLFF,LOCMARIA-GRAND-CHAMP,1325.4
GAHARD,MARCILLÉ-RAOUL,1325.4
SAINT-MARTIN-DES-CHAMPS,PLOUGASNOU,1325.3
MONTREUIL-LE-GAST,RENNES,1325.3
SAINT-SULPICE-LA-FORÊT,SERVON-SUR-VILAINE,1325.3
SAINT-SERVANT,SAINT-MARCEL,1325.3
MESNIL-ROC'H,SAINT-GUINOUX,1325.3
SAINT-SENOUX,CHARTRES-DE-BRETAGNE,1325.2
SAINT-MÉEN-LE-GRAND,GUITTÉ,1325.2
SAINT-LAURENT-SUR-OUST,MONTENEUF,1325.2
PLÉLO,GOMMENEC'H,1325.2
CARDROC,PLESDER,1325.2
HENVIC,CLÉDER,1325.2
MONTERBLANC,PLOUGOUMELEN,1325.2
PEILLAC,RUFFIAC,1325.2
PRIMELIN,PLOZÉVET,1325.1
SAINT-SAMSON-SUR-RANCE,CRÉHEN,1325
PLUDUNO,QUÉVERT,1325
BRANDÉRION,ÉTEL,1325
TRÉFUMEL,QUÉVERT,1325
LOGONNA-DAOULAS,LANDERNEAU,1324.9
LOCMINÉ,SAINT-BARTHÉLEMY,1324.9
SAINT-JACUT-LES-PINS,QUESTEMBERT,1324.9
SAINT-GÉRAND-CROIXANVEC,MALGUÉNAC,1324.9
PONT-MELVEZ,SAINT-ADRIEN,1324.9
LA BOUSSAC,ROZ-SUR-COUESNON,1324.8
MINIAC-MORVAN,TRÉMÉREUC,1324.8
SAINT-HÉLEN,SAINT-JUDOCE,1324.8
BRENNILIS,POULLAOUEN,1324.8
LE THEIL-DE-BRETAGNE,LA BOSSE-DE-BRETAGNE,1324.8
CHERRUEIX,BONNEMAIN,1324.8
LA BOUSSAC,NOYAL-SOUS-BAZOUGES,1324.7
GARLAN,PLOUÉGAT-MOYSAN,1324.7
PLERNEUF,LE LESLAY,1324.6
GOURHEL,RUFFIAC,1324.6
PLÉSIDY,PLOUMAGOAR,1324.6
PORSPODER,LAMPAUL-PLOUDALMÉZEAU,1324.6
SAINT-BRANDAN,SAINT-BRIEUC,1324.5
SAINT-PÔTAN,PLOREC-SUR-ARGUENON,1324.5
SAINT-ONEN-LA-CHAPELLE,LANRELAS,1324.4
HIREL,LA VILLE-ÈS-NONAIS,1324.4
SAINT-HERNIN,PLOUNÉVÉZEL,1324.4
MÉNÉAC,SAINT-MALO-DES-TROIS-FONTAINES,1324.4
RETIERS,THOURIE,1324.4
AMANLIS,MARCILLÉ-ROBERT,1324.4
LESCOUËT-GOUAREC,ROSTRENEN,1324.4
DINAN,SAINT-DOMINEUC,1324.4
SAINT-JEAN-LA-POTERIE,MALANSAC,1324.3
TRÉFLAOUÉNAN,TRÉFLEZ,1324.3
LANMODEZ,TROGUÉRY,1324.3
CLOHARS-FOUESNANT,PLOBANNALEC-LESCONIL,1324.3
SCAËR,LANGOLEN,1324.2
HÉDÉ-BAZOUGES,PLEUGUENEUC,1324.2
SAINT-GRAVÉ,MOLAC,1324.2
SÉNÉ,LAUZACH,1324.2
GOURIN,CARHAIX-PLOUGUER,1324.2
MAXENT,TREFFENDEL,1324.2
SAINT-GUINOUX,PLEURTUIT,1324.2
BÉDÉE,LE VERGER,1324.2
LE PERTRE,SAINT-GERMAIN-DU-PINEL,1324.1
PLOUÉZEC,ÎLE-DE-BRÉHAT,1324.1
QUÉVEN,CLOHARS-CARNOËT,1324.1
QUESTEMBERT,PLEUCADEUC,1324.1
RUCA,BOURSEUL,1324.1
PAIMPOL,GOUDELIN,1324.1
SAINT-JEAN-BRÉVELAY,MOUSTOIR-AC,1324
SAINT-AVÉ,AURAY,1324
LES CHAMPS-GÉRAUX,LA CHAPELLE-AUX-FILTZMÉENS,1323.9
RUFFIAC,SÉRENT,1323.9
LE MINIHIC-SUR-RANCE,CORSEUL,1323.9
CHÂTEAUBOURG,CHANTEPIE,1323.9
TRÉFLEZ,TRÉFLAOUÉNAN,1323.9
PLEURTUIT,SAINT-GUINOUX,1323.9
MOUAZÉ,VIEUX-VY-SUR-COUESNON,1323.9
LE VIEUX-MARCHÉ,BÉGARD,1323.9
CLOHARS-FOUESNANT,PLOMEUR,1323.9
CHÂTILLON-EN-VENDELAIS,LANDAVRAN,1323.8
BULAT-PESTIVIEN,LOC-ENVEL,1323.8
TRÉGUENNEC,PLUGUFFAN,1323.8
PLABENNEC,PLOUIDER,1323.8
SAINT-THURIEN,ROSPORDEN,1323.8
SAINT-FRÉGANT,BOURG-BLANC,1323.8
SQUIFFIEC,PLÉGUIEN,1323.8
LANVELLEC,TRÉDREZ-LOCQUÉMEAU,1323.7
PLOUËR-SUR-RANCE,LILLEMER,1323.7
LANMÉRIN,RUNAN,1323.6
PLONÉVEZ-DU-FAOU,LAZ,1323.6
TRÉVÉRIEN,SAINT-HÉLEN,1323.6
VAL-D'IZÉ,LA CHAPELLE-SAINT-AUBERT,1323.6
CAMPÉNÉAC,LOUTEHEL,1323.6
SAINT-GERMAIN-DU-PINEL,LE PERTRE,1323.6
SÉRENT,RUFFIAC,1323.6
BELLE-ISLE-EN-TERRE,CALLAC,1323.6
HENNEBONT,LARMOR-PLAGE,1323.5
SAINT-LAURENT-SUR-OUST,PLUHERLIN,1323.5
SAINT-ADRIEN,PÉDERNEC,1323.5
LA MALHOURE,PLÉLAN-LE-PETIT,1323.4
LOUARGAT,PLOUMAGOAR,1323.3
LA BOUILLIE,SAINT-CAST-LE-GUILDO,1323.2
CHARTRES-DE-BRETAGNE,CHÂTEAUGIRON,1323.2
SAINT-DONAN,PLÉDRAN,1323.2
BRÉHAN,NOYAL-PONTIVY,1323.1
LAZ,PLONÉVEZ-DU-FAOU,1323.1
PLOUISY,CAOUËNNEC-LANVÉZÉAC,1323.1
PIRÉ-CHANCÉ,SERVON-SUR-VILAINE,1323
BOHARS,LOCMARIA-PLOUZANÉ,1323
ÎLE-DE-BRÉHAT,PLOUÉZEC,1323
MERLEVENEZ,PLOEMEL,1322.9
QUIBERON,ERDEVEN,1322.9
HENNEBONT,PLOEMEUR,1322.9
HELLÉAN,PLEUGRIFFET,1322.9
PLOUGAR,SAINT-THONAN,1322.9
PLUGUFFAN,PLEUVEN,1322.8
TRÉDIAS,QUÉVERT,1322.8
HÉNANSAL,COËTMIEUX,1322.8
COMBOURTILLÉ,MONTREUIL-SOUS-PÉROUSE,1322.8
BIGNAN,ÉVELLYS,1322.8
KERLAZ,PLOGASTEL-SAINT-GERMAIN,1322.8
BRUSVILY,LA VICOMTÉ-SUR-RANCE,1322.8
LE MERZER,TRÉGOMEUR,1322.7
PARIGNÉ,JAVENÉ,1322.7
TRÉMÉREUC,SAINT-PÈRE-MARC-EN-POULET,1322.7
VISSEICHE,GENNES-SUR-SEICHE,1322.6
BOBITAL,LES CHAMPS-GÉRAUX,1322.6
LANRIGAN,RIMOU,1322.6
GOMENÉ,SAINT-LAUNEUC,1322.6
PLOUGAR,SIBIRIL,1322.6
TRÉMÉREUC,MINIAC-MORVAN,1322.6
LAMBALLE-ARMOR,SAINT-ALBAN,1322.5
PLOUBAZLANEC,PONTRIEUX,1322.5
VAL D'ANAST,GUIPRY-MESSAC,1322.5
RÉDENÉ,GUILLIGOMARC'H,1322.5
PENVÉNAN,SAINT-QUAY-PERROS,1322.5
TRÉGUIDEL,GUINGAMP,1322.4
CANCALE,LILLEMER,1322.3
TRÉGUIDEL,PLOUÉZEC,1322.3
RETIERS,MOUTIERS,1322.3
SAINT-SERVANT,SAINT-ALLOUESTRE,1322.3
SAINT-SENOUX,GUIPRY-MESSAC,1322.2
LE SEL-DE-BRETAGNE,GRAND-FOUGERAY,1322.2
GOURHEL,SAINT-MALO-DE-BEIGNON,1322.2
LE FAOU,PLOUGASTEL-DAOULAS,1322.2
LAMPAUL-GUIMILIAU,LE TRÉHOU,1322.1
PLOUGOUMELEN,LE HÉZO,1322.1
SAINT-BRIEUC,NOYAL,1322.1
SAINT-SAUVEUR-DES-LANDES,LANDÉAN,1322
EPINIAC,PLERGUER,1322
SAINT-BARTHÉLEMY,LANGUIDIC,1322
LANGUENAN,SAINT-LUNAIRE,1322
LANGROLAY-SUR-RANCE,TRÉVRON,1321.9
SAINT-NIC,PORT-LAUNAY,1321.9
NOYAL-SOUS-BAZOUGES,LA BOUSSAC,1321.9
SAINT-GONDRAN,BETTON,1321.9
LANRELAS,LA CHAPELLE-BLANCHE,1321.9
POLIGNÉ,LA COUYÈRE,1321.9
ALLAIRE,SAINT-DOLAY,1321.8
PLUNERET,MEUCON,1321.8
BRIEC,PLONÉIS,1321.7
MONTERFIL,L'HERMITAGE,1321.7
LA RICHARDAIS,ROZ-LANDRIEUX,1321.7
SAINT-AUBIN-DES-LANDES,SAINT-GERMAIN-DU-PINEL,1321.6
CARNAC,QUIBERON,1321.6
PLOMELIN,BÉNODET,1321.6
HÉNANSAL,FRÉHEL,1321.5
PLOUASNE,TINTÉNIAC,1321.5
AUCALEUC,LA VILLE-ÈS-NONAIS,1321.5
QUÉDILLAC,LANRELAS,1321.5
CORSEUL,LANCIEUX,1321.5
CHÂTEAUNEUF-D'ILLE-ET-VILAINE,VILDÉ-GUINGALAN,1321.5
PLUGUFFAN,GOUESNACH,1321.4
MOUTIERS,RETIERS,1321.4
LE QUILLIO,GOUAREC,1321.4
PLESLIN-TRIGAVOU,SAINT-JOUAN-DES-GUÉRETS,1321.4
LA CHÈZE,CRÉDIN,1321.4
SAINT-PÉRAN,BRÉAL-SOUS-MONTFORT,1321.3
SAINT-GOAZEC,GOURIN,1321.3
HÉDÉ-BAZOUGES,SAINT-THUAL,1321.3
TRÉVRON,LANGROLAY-SUR-RANCE,1321.3
BÉDÉE,LA MÉZIÈRE,1321.3
RUFFIAC,PEILLAC,1321.2
SAINT-MAUGAN,MÉDRÉAC,1321.2
BAIN-DE-BRETAGNE,SAINT-MALO-DE-PHILY,1321.2
GUIDEL,ARZANO,1321.2
SAINT-GERMAIN-DU-PINEL,LOUVIGNÉ-DE-BAIS,1321.2
PLOUGASTEL-DAOULAS,PLABENNEC,1321.2
SAINT-UNIAC,SAINT-PERN,1321.2
PORT-LOUIS,CAUDAN,1321.2
PORT-LOUIS,ERDEVEN,1321.2
PLOUGUERNÉVEL,GUERLÉDAN,1321.1
BOURBRIAC,SAINT-FIACRE,1321.1
COURNON,SAINT-JEAN-LA-POTERIE,1321.1
LA CHAPELLE-SAINT-AUBERT,VAL-D'IZÉ,1321.1
INZINZAC-LOCHRIST,INGUINIEL,1321.1
SAINT-HÉLEN,BOBITAL,1321
LANRIVAIN,PLOUGUERNÉVEL,1321
GRÂCES,COHINIAC,1321
LA CHAPELLE-BOUËXIC,PIPRIAC,1321
PONT-L'ABBÉ,GOUESNACH,1321
RIEC-SUR-BÉLON,TRÉGUNC,1321
SAINT-MARCAN,LA FRESNAIS,1321
SAINT-CLET,TRÉGUIDEL,1321
SAINT-GONNERY,GUERLÉDAN,1321
LOCMINÉ,BILLIO,1320.9
LE MENÉ,GOMENÉ,1320.9
MONTREUIL-SOUS-PÉROUSE,COMBOURTILLÉ,1320.9
GUITTÉ,IRODOUËR,1320.8
LA FRESNAIS,MINIAC-MORVAN,1320.8
RENAC,COURNON,1320.8
SAINT-MALO-DES-TROIS-FONTAINES,MÉNÉAC,1320.8
PLEUMELEUC,LA MÉZIÈRE,1320.8
SENS-DE-BRETAGNE,SAINT-LÉGER-DES-PRÉS,1320.8
LOHUEC,CARNOËT,1320.8
LANGUÉDIAS,SAINT-JOUAN-DE-L'ISLE,1320.8
LANDUJAN,SAINT-JUDOCE,1320.8
TRÉGROM,BERHET,1320.7
KERNILIS,SAINT-DERRIEN,1320.7
SAINT-JUST,LA GACILLY,1320.7
PLUFUR,LE VIEUX-MARCHÉ,1320.7
SAINT-SÉGAL,SAINT-ELOY,1320.6
GOSNÉ,LÉCOUSSE,1320.6
ROZ-SUR-COUESNON,LA BOUSSAC,1320.6
LOC-ENVEL,PLOUÉGAT-MOYSAN,1320.5
LANRELAS,TRÉDIAS,1320.5
SAINT-FIACRE,BOURBRIAC,1320.5
LOUTEHEL,CAMPÉNÉAC,1320.4
PLOËRDUT,MELLIONNEC,1320.3
COHINIAC,LANTIC,1320.3
LANDERNEAU,LOGONNA-DAOULAS,1320.3
LE SEL-DE-BRETAGNE,NOYAL-CHÂTILLON-SUR-SEICHE,1320.3
PLOUDIRY,PLOUVORN,1320.3
LOUVIGNÉ-DE-BAIS,SAINT-GERMAIN-DU-PINEL,1320.3
GÉVEZÉ,VEZIN-LE-COQUET,1320.3
GUIPRY-MESSAC,VAL D'ANAST,1320.2
LIMERZEL,BÉGANNE,1320.2
LOC-ENVEL,BULAT-PESTIVIEN,1320.2
SAINT-GERMAIN-DU-PINEL,ERBRÉE,1320.2
TRÉGLAMUS,BRÉLIDY,1320.2
CLÉDEN-POHER,LAZ,1320.1
CHÂTEAUNEUF-DU-FAOU,KERGLOFF,1320.1
LA LANDEC,SAINT-JUVAT,1320
LE JUCH,PEUMERIT,1320
DAMGAN,NOYAL-MUZILLAC,1320
PLUHERLIN,SAINT-LAURENT-SUR-OUST,1320
KERSAINT-PLABENNEC,DIRINON,1320
LA VRAIE-CROIX,LIMERZEL,1319.9
LOCMINÉ,PLUMÉLIAU-BIEUZY,1319.8
ROMAGNÉ,LE CHÂTELLIER,1319.8
SAINT-JUDOCE,LANDUJAN,1319.8
SAINT-LUNAIRE,SAINT-SAMSON-SUR-RANCE,1319.8
MOUAZÉ,NOYAL-SUR-VILAINE,1319.8
SAINT-BIHY,PLOUFRAGAN,1319.7
DOMAGNÉ,VITRÉ,1319.7
LANDEBAËRON,MANTALLOT,1319.7
TRÉVOU-TRÉGUIGNEC,MANTALLOT,1319.7
GUENROC,LA LANDEC,1319.7
TRÉGUENNEC,LOCTUDY,1319.6
PLOUISY,RUNAN,1319.6
PLOUIDER,LANNEUFFRET,1319.5
MÉRILLAC,TRÉMOREL,1319.5
PORT-LAUNAY,SAINT-NIC,1319.5
YVIAS,BRINGOLO,1319.5
SAINT-ADRIEN,GOUDELIN,1319.5
ROSPORDEN,LEUHAN,1319.5
PLOUESCAT,SANTEC,1319.4
PLOUYÉ,PLOUNÉVÉZEL,1319.4
MORDELLES,SAINT-PÉRAN,1319.4
FÉREL,LE GUERNO,1319.3
LA CHAPELLE-THOUARAULT,SAINT-JACQUES-DE-LA-LANDE,1319.3
DAOULAS,SAINT-SÉGAL,1319.3
SAINT-BENOÎT-DES-ONDES,SAINT-SULIAC,1319.2
SAINT-LUNAIRE,LA GOUESNIÈRE,1319.2
PLEUMEUR-GAUTIER,YVIAS,1319.2
LANRELAS,QUÉDILLAC,1319.2
SAINT-MALO-DES-TROIS-FONTAINES,LANTILLAC,1319.1
LA BOUILLIE,PLÉVEN,1319
TRÉVÉRIEN,SAINT-JUVAT,1319
VILDÉ-GUINGALAN,SAINT-JUVAT,1319
LE THEIL-DE-BRETAGNE,PANCÉ,1319
LE SOURN,GUELTAS,1319
SENVEN-LÉHART,PLOUMAGOAR,1318.9
GOVEN,VERN-SUR-SEICHE,1318.9
SAINT-JUDOCE,SAINT-HÉLEN,1318.9
SAINT-MARCAN,TRANS-LA-FORÊT,1318.9
INGUINIEL,INZINZAC-LOCHRIST,1318.9
LA CHAPELLE-DES-FOUGERETZ,HÉDÉ-BAZOUGES,1318.8
